Cultivo,Campaña,Provincia,Departamento,ID Provincia,ID Departamento,Rendimiento
Cebada,2016/17,BUENOS AIRES,25 DE MAYO,6,854,3800
Cebada,2017/18,BUENOS AIRES,25 DE MAYO,6,854,3200
Cebada,2018/19,BUENOS AIRES,25 DE MAYO,6,854,4000
Cebada,2019/20,BUENOS AIRES,25 DE MAYO,6,854,4000
Cebada,2020/21,BUENOS AIRES,25 DE MAYO,6,854,4500
Cebada,2021/22,BUENOS AIRES,25 DE MAYO,6,854,4680
Cebada,2022/23,BUENOS AIRES,25 DE MAYO,6,854,3978
Cebada,2023/24,BUENOS AIRES,25 DE MAYO,6,854,4076
Cebada,2024/25,BUENOS AIRES,25 DE MAYO,6,854,4280
Cebada,2016/17,BUENOS AIRES,9 DE JULIO,6,588,4500
Cebada,2017/18,BUENOS AIRES,9 DE JULIO,6,588,4500
Cebada,2018/19,BUENOS AIRES,9 DE JULIO,6,588,4900
Cebada,2019/20,BUENOS AIRES,9 DE JULIO,6,588,4000
Cebada,2020/21,BUENOS AIRES,9 DE JULIO,6,588,4000
Cebada,2021/22,BUENOS AIRES,9 DE JULIO,6,588,5000
Cebada,2022/23,BUENOS AIRES,9 DE JULIO,6,588,2500
Cebada,2023/24,BUENOS AIRES,9 DE JULIO,6,588,2500
Cebada,2024/25,BUENOS AIRES,9 DE JULIO,6,588,4000
Cebada,2016/17,BUENOS AIRES,ADOLFO ALSINA,6,7,3600
Cebada,2017/18,BUENOS AIRES,ADOLFO ALSINA,6,7,3000
Cebada,2018/19,BUENOS AIRES,ADOLFO ALSINA,6,7,3200
Cebada,2019/20,BUENOS AIRES,ADOLFO ALSINA,6,7,2100
Cebada,2020/21,BUENOS AIRES,ADOLFO ALSINA,6,7,2850
Cebada,2021/22,BUENOS AIRES,ADOLFO ALSINA,6,7,3300
Cebada,2022/23,BUENOS AIRES,ADOLFO ALSINA,6,7,2700
Cebada,2023/24,BUENOS AIRES,ADOLFO ALSINA,6,7,2800
Cebada,2024/25,BUENOS AIRES,ADOLFO ALSINA,6,7,2700
Cebada,2016/17,BUENOS AIRES,ADOLFO GONZALES CHAVES,6,14,3300
Cebada,2017/18,BUENOS AIRES,ADOLFO GONZALES CHAVES,6,14,4400
Cebada,2018/19,BUENOS AIRES,ADOLFO GONZALES CHAVES,6,14,4300
Cebada,2019/20,BUENOS AIRES,ADOLFO GONZALES CHAVES,6,14,3500
Cebada,2020/21,BUENOS AIRES,ADOLFO GONZALES CHAVES,6,14,4400
Cebada,2021/22,BUENOS AIRES,ADOLFO GONZALES CHAVES,6,14,3800
Cebada,2022/23,BUENOS AIRES,ADOLFO GONZALES CHAVES,6,14,3200
Cebada,2023/24,BUENOS AIRES,ADOLFO GONZALES CHAVES,6,14,4500
Cebada,2024/25,BUENOS AIRES,ADOLFO GONZALES CHAVES,6,14,4300
Cebada,2016/17,BUENOS AIRES,ALBERTI,6,21,4500
Cebada,2017/18,BUENOS AIRES,ALBERTI,6,21,4500
Cebada,2018/19,BUENOS AIRES,ALBERTI,6,21,4900
Cebada,2019/20,BUENOS AIRES,ALBERTI,6,21,4000
Cebada,2020/21,BUENOS AIRES,ALBERTI,6,21,4000
Cebada,2021/22,BUENOS AIRES,ALBERTI,6,21,5000
Cebada,2022/23,BUENOS AIRES,ALBERTI,6,21,2000
Cebada,2023/24,BUENOS AIRES,ALBERTI,6,21,3000
Cebada,2024/25,BUENOS AIRES,ALBERTI,6,21,4000
Cebada,2016/17,BUENOS AIRES,ARRECIFES,6,77,4000
Cebada,2017/18,BUENOS AIRES,ARRECIFES,6,77,4000
Cebada,2018/19,BUENOS AIRES,ARRECIFES,6,77,4100
Cebada,2019/20,BUENOS AIRES,ARRECIFES,6,77,3900
Cebada,2020/21,BUENOS AIRES,ARRECIFES,6,77,3700
Cebada,2021/22,BUENOS AIRES,ARRECIFES,6,77,4600
Cebada,2022/23,BUENOS AIRES,ARRECIFES,6,77,1700
Cebada,2023/24,BUENOS AIRES,ARRECIFES,6,77,4500
Cebada,2024/25,BUENOS AIRES,ARRECIFES,6,77,4400
Cebada,2016/17,BUENOS AIRES,AYACUCHO,6,42,3197
Cebada,2017/18,BUENOS AIRES,AYACUCHO,6,42,3200
Cebada,2018/19,BUENOS AIRES,AYACUCHO,6,42,4600
Cebada,2019/20,BUENOS AIRES,AYACUCHO,6,42,4000
Cebada,2020/21,BUENOS AIRES,AYACUCHO,6,42,4800
Cebada,2021/22,BUENOS AIRES,AYACUCHO,6,42,4800
Cebada,2022/23,BUENOS AIRES,AYACUCHO,6,42,2000
Cebada,2023/24,BUENOS AIRES,AYACUCHO,6,42,5200
Cebada,2024/25,BUENOS AIRES,AYACUCHO,6,42,4800
Cebada,2016/17,BUENOS AIRES,AZUL,6,49,4600
Cebada,2017/18,BUENOS AIRES,AZUL,6,49,4400
Cebada,2018/19,BUENOS AIRES,AZUL,6,49,4500
Cebada,2019/20,BUENOS AIRES,AZUL,6,49,4500
Cebada,2020/21,BUENOS AIRES,AZUL,6,49,5100
Cebada,2021/22,BUENOS AIRES,AZUL,6,49,5200
Cebada,2022/23,BUENOS AIRES,AZUL,6,49,3200
Cebada,2023/24,BUENOS AIRES,AZUL,6,49,6000
Cebada,2024/25,BUENOS AIRES,AZUL,6,49,4600
Cebada,2016/17,BUENOS AIRES,BAHIA BLANCA,6,56,2000
Cebada,2017/18,BUENOS AIRES,BAHIA BLANCA,6,56,3500
Cebada,2018/19,BUENOS AIRES,BAHIA BLANCA,6,56,3500
Cebada,2019/20,BUENOS AIRES,BAHIA BLANCA,6,56,1500
Cebada,2020/21,BUENOS AIRES,BAHIA BLANCA,6,56,2800
Cebada,2021/22,BUENOS AIRES,BAHIA BLANCA,6,56,1800
Cebada,2022/23,BUENOS AIRES,BAHIA BLANCA,6,56,2800
Cebada,2023/24,BUENOS AIRES,BAHIA BLANCA,6,56,1200
Cebada,2024/25,BUENOS AIRES,BAHIA BLANCA,6,56,2530
Cebada,2016/17,BUENOS AIRES,BALCARCE,6,63,4800
Cebada,2017/18,BUENOS AIRES,BALCARCE,6,63,4600
Cebada,2018/19,BUENOS AIRES,BALCARCE,6,63,4900
Cebada,2019/20,BUENOS AIRES,BALCARCE,6,63,5500
Cebada,2020/21,BUENOS AIRES,BALCARCE,6,63,5700
Cebada,2021/22,BUENOS AIRES,BALCARCE,6,63,5800
Cebada,2022/23,BUENOS AIRES,BALCARCE,6,63,3550
Cebada,2023/24,BUENOS AIRES,BALCARCE,6,63,5500
Cebada,2024/25,BUENOS AIRES,BALCARCE,6,63,4800
Cebada,2016/17,BUENOS AIRES,BARADERO,6,70,4100
Cebada,2017/18,BUENOS AIRES,BARADERO,6,70,3900
Cebada,2018/19,BUENOS AIRES,BARADERO,6,70,4000
Cebada,2019/20,BUENOS AIRES,BARADERO,6,70,3800
Cebada,2020/21,BUENOS AIRES,BARADERO,6,70,3800
Cebada,2021/22,BUENOS AIRES,BARADERO,6,70,4500
Cebada,2022/23,BUENOS AIRES,BARADERO,6,70,2000
Cebada,2023/24,BUENOS AIRES,BARADERO,6,70,4500
Cebada,2024/25,BUENOS AIRES,BARADERO,6,70,4200
Cebada,2016/17,BUENOS AIRES,BENITO JUAREZ,6,84,4000
Cebada,2017/18,BUENOS AIRES,BENITO JUAREZ,6,84,4400
Cebada,2018/19,BUENOS AIRES,BENITO JUAREZ,6,84,4500
Cebada,2019/20,BUENOS AIRES,BENITO JUAREZ,6,84,4500
Cebada,2020/21,BUENOS AIRES,BENITO JUAREZ,6,84,4900
Cebada,2021/22,BUENOS AIRES,BENITO JUAREZ,6,84,5000
Cebada,2022/23,BUENOS AIRES,BENITO JUAREZ,6,84,3000
Cebada,2023/24,BUENOS AIRES,BENITO JUAREZ,6,84,6000
Cebada,2024/25,BUENOS AIRES,BENITO JUAREZ,6,84,4600
Cebada,2016/17,BUENOS AIRES,BOLIVAR,6,105,4500
Cebada,2017/18,BUENOS AIRES,BOLIVAR,6,105,4400
Cebada,2018/19,BUENOS AIRES,BOLIVAR,6,105,4900
Cebada,2019/20,BUENOS AIRES,BOLIVAR,6,105,3500
Cebada,2020/21,BUENOS AIRES,BOLIVAR,6,105,5400
Cebada,2021/22,BUENOS AIRES,BOLIVAR,6,105,4600
Cebada,2022/23,BUENOS AIRES,BOLIVAR,6,105,4500
Cebada,2023/24,BUENOS AIRES,BOLIVAR,6,105,5000
Cebada,2024/25,BUENOS AIRES,BOLIVAR,6,105,5000
Cebada,2016/17,BUENOS AIRES,BRAGADO,6,112,4500
Cebada,2017/18,BUENOS AIRES,BRAGADO,6,112,4500
Cebada,2018/19,BUENOS AIRES,BRAGADO,6,112,4900
Cebada,2019/20,BUENOS AIRES,BRAGADO,6,112,4000
Cebada,2020/21,BUENOS AIRES,BRAGADO,6,112,4000
Cebada,2021/22,BUENOS AIRES,BRAGADO,6,112,5000
Cebada,2022/23,BUENOS AIRES,BRAGADO,6,112,2000
Cebada,2023/24,BUENOS AIRES,BRAGADO,6,112,2500
Cebada,2024/25,BUENOS AIRES,BRAGADO,6,112,4000
Cebada,2016/17,BUENOS AIRES,BRANDSEN,6,119,4500
Cebada,2017/18,BUENOS AIRES,BRANDSEN,6,119,4400
Cebada,2018/19,BUENOS AIRES,BRANDSEN,6,119,5200
Cebada,2019/20,BUENOS AIRES,BRANDSEN,6,119,5000
Cebada,2020/21,BUENOS AIRES,BRANDSEN,6,119,4800
Cebada,2021/22,BUENOS AIRES,CAMPANA,6,126,4502
Cebada,2022/23,BUENOS AIRES,CAMPANA,6,126,1800
Cebada,2023/24,BUENOS AIRES,CAMPANA,6,126,4400
Cebada,2024/25,BUENOS AIRES,CAMPANA,6,126,4200
Cebada,2016/17,BUENOS AIRES,CANUELAS,6,134,4800
Cebada,2017/18,BUENOS AIRES,CANUELAS,6,134,4600
Cebada,2018/19,BUENOS AIRES,CANUELAS,6,134,5200
Cebada,2019/20,BUENOS AIRES,CANUELAS,6,134,5000
Cebada,2020/21,BUENOS AIRES,CANUELAS,6,134,4800
Cebada,2021/22,BUENOS AIRES,CANUELAS,6,134,4400
Cebada,2022/23,BUENOS AIRES,CANUELAS,6,134,2000
Cebada,2023/24,BUENOS AIRES,CANUELAS,6,134,5800
Cebada,2024/25,BUENOS AIRES,CANUELAS,6,134,5600
Cebada,2016/17,BUENOS AIRES,CAPITAN SARMIENTO,6,140,4200
Cebada,2017/18,BUENOS AIRES,CAPITAN SARMIENTO,6,140,4100
Cebada,2018/19,BUENOS AIRES,CAPITAN SARMIENTO,6,140,4199
Cebada,2019/20,BUENOS AIRES,CAPITAN SARMIENTO,6,140,4000
Cebada,2020/21,BUENOS AIRES,CAPITAN SARMIENTO,6,140,3900
Cebada,2021/22,BUENOS AIRES,CAPITAN SARMIENTO,6,140,4600
Cebada,2022/23,BUENOS AIRES,CAPITAN SARMIENTO,6,140,1699
Cebada,2023/24,BUENOS AIRES,CAPITAN SARMIENTO,6,140,4500
Cebada,2024/25,BUENOS AIRES,CAPITAN SARMIENTO,6,140,4300
Cebada,2016/17,BUENOS AIRES,CARLOS CASARES,6,147,4500
Cebada,2017/18,BUENOS AIRES,CARLOS CASARES,6,147,3800
Cebada,2018/19,BUENOS AIRES,CARLOS CASARES,6,147,5000
Cebada,2019/20,BUENOS AIRES,CARLOS CASARES,6,147,3000
Cebada,2020/21,BUENOS AIRES,CARLOS CASARES,6,147,3800
Cebada,2021/22,BUENOS AIRES,CARLOS CASARES,6,147,4700
Cebada,2022/23,BUENOS AIRES,CARLOS CASARES,6,147,2600
Cebada,2023/24,BUENOS AIRES,CARLOS CASARES,6,147,1700
Cebada,2024/25,BUENOS AIRES,CARLOS CASARES,6,147,3100
Cebada,2016/17,BUENOS AIRES,CARLOS TEJEDOR,6,154,4200
Cebada,2017/18,BUENOS AIRES,CARLOS TEJEDOR,6,154,3700
Cebada,2018/19,BUENOS AIRES,CARLOS TEJEDOR,6,154,3800
Cebada,2019/20,BUENOS AIRES,CARLOS TEJEDOR,6,154,2400
Cebada,2020/21,BUENOS AIRES,CARLOS TEJEDOR,6,154,3400
Cebada,2021/22,BUENOS AIRES,CARLOS TEJEDOR,6,154,4800
Cebada,2022/23,BUENOS AIRES,CARLOS TEJEDOR,6,154,1800
Cebada,2023/24,BUENOS AIRES,CARLOS TEJEDOR,6,154,1700
Cebada,2024/25,BUENOS AIRES,CARLOS TEJEDOR,6,154,2900
Cebada,2016/17,BUENOS AIRES,CARMEN DE ARECO,6,161,4600
Cebada,2017/18,BUENOS AIRES,CARMEN DE ARECO,6,161,3800
Cebada,2018/19,BUENOS AIRES,CARMEN DE ARECO,6,161,4500
Cebada,2019/20,BUENOS AIRES,CARMEN DE ARECO,6,161,3500
Cebada,2020/21,BUENOS AIRES,CARMEN DE ARECO,6,161,3400
Cebada,2021/22,BUENOS AIRES,CARMEN DE ARECO,6,161,4196
Cebada,2022/23,BUENOS AIRES,CARMEN DE ARECO,6,161,1601
Cebada,2023/24,BUENOS AIRES,CARMEN DE ARECO,6,161,3500
Cebada,2024/25,BUENOS AIRES,CARMEN DE ARECO,6,161,2800
Cebada,2016/17,BUENOS AIRES,CASTELLI,6,168,3000
Cebada,2017/18,BUENOS AIRES,CASTELLI,6,168,3200
Cebada,2019/20,BUENOS AIRES,CASTELLI,6,168,3400
Cebada,2020/21,BUENOS AIRES,CASTELLI,6,168,5000
Cebada,2021/22,BUENOS AIRES,CASTELLI,6,168,5000
Cebada,2022/23,BUENOS AIRES,CASTELLI,6,168,2500
Cebada,2023/24,BUENOS AIRES,CASTELLI,6,168,6000
Cebada,2024/25,BUENOS AIRES,CASTELLI,6,168,4000
Cebada,2016/17,BUENOS AIRES,CHACABUCO,6,210,4900
Cebada,2017/18,BUENOS AIRES,CHACABUCO,6,210,4000
Cebada,2018/19,BUENOS AIRES,CHACABUCO,6,210,4500
Cebada,2019/20,BUENOS AIRES,CHACABUCO,6,210,4100
Cebada,2020/21,BUENOS AIRES,CHACABUCO,6,210,4200
Cebada,2021/22,BUENOS AIRES,CHACABUCO,6,210,3999
Cebada,2022/23,BUENOS AIRES,CHACABUCO,6,210,1600
Cebada,2023/24,BUENOS AIRES,CHACABUCO,6,210,3800
Cebada,2024/25,BUENOS AIRES,CHACABUCO,6,210,3200
Cebada,2016/17,BUENOS AIRES,CHASCOMUS,6,217,4500
Cebada,2017/18,BUENOS AIRES,CHASCOMUS,6,217,4400
Cebada,2018/19,BUENOS AIRES,CHASCOMUS,6,217,5200
Cebada,2019/20,BUENOS AIRES,CHASCOMUS,6,217,5000
Cebada,2020/21,BUENOS AIRES,CHASCOMUS,6,217,4800
Cebada,2021/22,BUENOS AIRES,CHASCOMUS,6,217,4400
Cebada,2022/23,BUENOS AIRES,CHASCOMUS,6,217,3000
Cebada,2023/24,BUENOS AIRES,CHASCOMUS,6,217,6000
Cebada,2024/25,BUENOS AIRES,CHASCOMUS,6,217,5700
Cebada,2016/17,BUENOS AIRES,CHIVILCOY,6,224,4500
Cebada,2017/18,BUENOS AIRES,CHIVILCOY,6,224,4000
Cebada,2018/19,BUENOS AIRES,CHIVILCOY,6,224,4900
Cebada,2019/20,BUENOS AIRES,CHIVILCOY,6,224,4000
Cebada,2020/21,BUENOS AIRES,CHIVILCOY,6,224,4000
Cebada,2021/22,BUENOS AIRES,CHIVILCOY,6,224,5000
Cebada,2022/23,BUENOS AIRES,CHIVILCOY,6,224,2000
Cebada,2023/24,BUENOS AIRES,CHIVILCOY,6,224,3000
Cebada,2024/25,BUENOS AIRES,CHIVILCOY,6,224,4000
Cebada,2016/17,BUENOS AIRES,COLON,6,175,4404
Cebada,2017/18,BUENOS AIRES,COLON,6,175,4200
Cebada,2018/19,BUENOS AIRES,COLON,6,175,4301
Cebada,2019/20,BUENOS AIRES,COLON,6,175,4100
Cebada,2020/21,BUENOS AIRES,COLON,6,175,3800
Cebada,2021/22,BUENOS AIRES,COLON,6,175,4800
Cebada,2022/23,BUENOS AIRES,COLON,6,175,2000
Cebada,2023/24,BUENOS AIRES,COLON,6,175,4800
Cebada,2024/25,BUENOS AIRES,COLON,6,175,4100
Cebada,2016/17,BUENOS AIRES,CORONEL DE MARINA L ROSALES,6,182,3700
Cebada,2017/18,BUENOS AIRES,CORONEL DE MARINA L ROSALES,6,182,4300
Cebada,2018/19,BUENOS AIRES,CORONEL DE MARINA L ROSALES,6,182,4500
Cebada,2019/20,BUENOS AIRES,CORONEL DE MARINA L ROSALES,6,182,2100
Cebada,2020/21,BUENOS AIRES,CORONEL DE MARINA L ROSALES,6,182,3200
Cebada,2021/22,BUENOS AIRES,CORONEL DE MARINA L ROSALES,6,182,2800
Cebada,2022/23,BUENOS AIRES,CORONEL DE MARINA L ROSALES,6,182,3000
Cebada,2023/24,BUENOS AIRES,CORONEL DE MARINA L ROSALES,6,182,1400
Cebada,2024/25,BUENOS AIRES,CORONEL DE MARINA L ROSALES,6,182,3300
Cebada,2016/17,BUENOS AIRES,CORONEL DORREGO,6,189,3200
Cebada,2017/18,BUENOS AIRES,CORONEL DORREGO,6,189,3700
Cebada,2018/19,BUENOS AIRES,CORONEL DORREGO,6,189,4300
Cebada,2019/20,BUENOS AIRES,CORONEL DORREGO,6,189,3600
Cebada,2020/21,BUENOS AIRES,CORONEL DORREGO,6,189,4200
Cebada,2021/22,BUENOS AIRES,CORONEL DORREGO,6,189,3800
Cebada,2022/23,BUENOS AIRES,CORONEL DORREGO,6,189,3000
Cebada,2023/24,BUENOS AIRES,CORONEL DORREGO,6,189,3000
Cebada,2024/25,BUENOS AIRES,CORONEL DORREGO,6,189,3400
Cebada,2016/17,BUENOS AIRES,CORONEL PRINGLES,6,196,3200
Cebada,2017/18,BUENOS AIRES,CORONEL PRINGLES,6,196,3700
Cebada,2018/19,BUENOS AIRES,CORONEL PRINGLES,6,196,4300
Cebada,2019/20,BUENOS AIRES,CORONEL PRINGLES,6,196,3600
Cebada,2020/21,BUENOS AIRES,CORONEL PRINGLES,6,196,4200
Cebada,2021/22,BUENOS AIRES,CORONEL PRINGLES,6,196,3300
Cebada,2022/23,BUENOS AIRES,CORONEL PRINGLES,6,196,2900
Cebada,2023/24,BUENOS AIRES,CORONEL PRINGLES,6,196,3500
Cebada,2024/25,BUENOS AIRES,CORONEL PRINGLES,6,196,3400
Cebada,2016/17,BUENOS AIRES,CORONEL SUAREZ,6,203,3700
Cebada,2017/18,BUENOS AIRES,CORONEL SUAREZ,6,203,3800
Cebada,2018/19,BUENOS AIRES,CORONEL SUAREZ,6,203,3800
Cebada,2019/20,BUENOS AIRES,CORONEL SUAREZ,6,203,2200
Cebada,2020/21,BUENOS AIRES,CORONEL SUAREZ,6,203,4000
Cebada,2021/22,BUENOS AIRES,CORONEL SUAREZ,6,203,4000
Cebada,2022/23,BUENOS AIRES,CORONEL SUAREZ,6,203,3000
Cebada,2023/24,BUENOS AIRES,CORONEL SUAREZ,6,203,3000
Cebada,2024/25,BUENOS AIRES,CORONEL SUAREZ,6,203,4000
Cebada,2016/17,BUENOS AIRES,DAIREAUX,6,231,4500
Cebada,2017/18,BUENOS AIRES,DAIREAUX,6,231,4400
Cebada,2018/19,BUENOS AIRES,DAIREAUX,6,231,4900
Cebada,2019/20,BUENOS AIRES,DAIREAUX,6,231,3500
Cebada,2020/21,BUENOS AIRES,DAIREAUX,6,231,5400
Cebada,2021/22,BUENOS AIRES,DAIREAUX,6,231,4500
Cebada,2022/23,BUENOS AIRES,DAIREAUX,6,231,4000
Cebada,2023/24,BUENOS AIRES,DAIREAUX,6,231,5500
Cebada,2024/25,BUENOS AIRES,DAIREAUX,6,231,5000
Cebada,2024/25,BUENOS AIRES,DOLORES,6,238,3511
Cebada,2021/22,BUENOS AIRES,EXALTACION DE LA CRUZ,6,266,4599
Cebada,2022/23,BUENOS AIRES,EXALTACION DE LA CRUZ,6,266,1700
Cebada,2023/24,BUENOS AIRES,EXALTACION DE LA CRUZ,6,266,4500
Cebada,2024/25,BUENOS AIRES,EXALTACION DE LA CRUZ,6,266,4200
Cebada,2016/17,BUENOS AIRES,FLORENTINO AMEGHINO,6,277,4000
Cebada,2017/18,BUENOS AIRES,FLORENTINO AMEGHINO,6,277,3963
Cebada,2018/19,BUENOS AIRES,FLORENTINO AMEGHINO,6,277,4500
Cebada,2019/20,BUENOS AIRES,FLORENTINO AMEGHINO,6,277,3400
Cebada,2020/21,BUENOS AIRES,FLORENTINO AMEGHINO,6,277,3450
Cebada,2021/22,BUENOS AIRES,FLORENTINO AMEGHINO,6,277,3200
Cebada,2022/23,BUENOS AIRES,FLORENTINO AMEGHINO,6,277,1850
Cebada,2023/24,BUENOS AIRES,FLORENTINO AMEGHINO,6,277,1800
Cebada,2024/25,BUENOS AIRES,FLORENTINO AMEGHINO,6,277,2351
Cebada,2016/17,BUENOS AIRES,GENERAL ALVARADO,6,280,4000
Cebada,2017/18,BUENOS AIRES,GENERAL ALVARADO,6,280,4400
Cebada,2018/19,BUENOS AIRES,GENERAL ALVARADO,6,280,4700
Cebada,2019/20,BUENOS AIRES,GENERAL ALVARADO,6,280,5800
Cebada,2020/21,BUENOS AIRES,GENERAL ALVARADO,6,280,6200
Cebada,2021/22,BUENOS AIRES,GENERAL ALVARADO,6,280,6000
Cebada,2022/23,BUENOS AIRES,GENERAL ALVARADO,6,280,3200
Cebada,2023/24,BUENOS AIRES,GENERAL ALVARADO,6,280,6000
Cebada,2024/25,BUENOS AIRES,GENERAL ALVARADO,6,280,4800
Cebada,2016/17,BUENOS AIRES,GENERAL ALVEAR,6,287,4500
Cebada,2017/18,BUENOS AIRES,GENERAL ALVEAR,6,287,4400
Cebada,2018/19,BUENOS AIRES,GENERAL ALVEAR,6,287,4900
Cebada,2019/20,BUENOS AIRES,GENERAL ALVEAR,6,287,3500
Cebada,2020/21,BUENOS AIRES,GENERAL ALVEAR,6,287,5400
Cebada,2021/22,BUENOS AIRES,GENERAL ALVEAR,6,287,4000
Cebada,2022/23,BUENOS AIRES,GENERAL ALVEAR,6,287,4000
Cebada,2023/24,BUENOS AIRES,GENERAL ALVEAR,6,287,5000
Cebada,2024/25,BUENOS AIRES,GENERAL ALVEAR,6,287,5000
Cebada,2016/17,BUENOS AIRES,GENERAL ARENALES,6,294,5000
Cebada,2017/18,BUENOS AIRES,GENERAL ARENALES,6,294,4200
Cebada,2018/19,BUENOS AIRES,GENERAL ARENALES,6,294,4500
Cebada,2019/20,BUENOS AIRES,GENERAL ARENALES,6,294,4200
Cebada,2020/21,BUENOS AIRES,GENERAL ARENALES,6,294,4200
Cebada,2021/22,BUENOS AIRES,GENERAL ARENALES,6,294,3999
Cebada,2022/23,BUENOS AIRES,GENERAL ARENALES,6,294,1600
Cebada,2023/24,BUENOS AIRES,GENERAL ARENALES,6,294,4000
Cebada,2024/25,BUENOS AIRES,GENERAL ARENALES,6,294,3300
Cebada,2016/17,BUENOS AIRES,GENERAL BELGRANO,6,301,3600
Cebada,2017/18,BUENOS AIRES,GENERAL BELGRANO,6,301,3550
Cebada,2018/19,BUENOS AIRES,GENERAL BELGRANO,6,301,4141
Cebada,2019/20,BUENOS AIRES,GENERAL BELGRANO,6,301,4140
Cebada,2020/21,BUENOS AIRES,GENERAL BELGRANO,6,301,4000
Cebada,2021/22,BUENOS AIRES,GENERAL BELGRANO,6,301,4160
Cebada,2022/23,BUENOS AIRES,GENERAL BELGRANO,6,301,3536
Cebada,2023/24,BUENOS AIRES,GENERAL BELGRANO,6,301,3998
Cebada,2024/25,BUENOS AIRES,GENERAL BELGRANO,6,301,4200
Cebada,2017/18,BUENOS AIRES,GENERAL GUIDO,6,308,3000
Cebada,2018/19,BUENOS AIRES,GENERAL GUIDO,6,308,4500
Cebada,2020/21,BUENOS AIRES,GENERAL GUIDO,6,308,4800
Cebada,2021/22,BUENOS AIRES,GENERAL GUIDO,6,308,4800
Cebada,2022/23,BUENOS AIRES,GENERAL GUIDO,6,308,3000
Cebada,2023/24,BUENOS AIRES,GENERAL GUIDO,6,308,5800
Cebada,2024/25,BUENOS AIRES,GENERAL GUIDO,6,308,4200
Cebada,2016/17,BUENOS AIRES,GENERAL JUAN MADARIAGA,6,315,0
Cebada,2017/18,BUENOS AIRES,GENERAL JUAN MADARIAGA,6,315,5000
Cebada,2018/19,BUENOS AIRES,GENERAL JUAN MADARIAGA,6,315,6000
Cebada,2019/20,BUENOS AIRES,GENERAL JUAN MADARIAGA,6,315,4800
Cebada,2020/21,BUENOS AIRES,GENERAL JUAN MADARIAGA,6,315,6500
Cebada,2021/22,BUENOS AIRES,GENERAL JUAN MADARIAGA,6,315,6000
Cebada,2022/23,BUENOS AIRES,GENERAL JUAN MADARIAGA,6,315,4000
Cebada,2023/24,BUENOS AIRES,GENERAL JUAN MADARIAGA,6,315,6500
Cebada,2024/25,BUENOS AIRES,GENERAL JUAN MADARIAGA,6,315,5000
Cebada,2016/17,BUENOS AIRES,GENERAL LA MADRID,6,322,3800
Cebada,2017/18,BUENOS AIRES,GENERAL LA MADRID,6,322,3800
Cebada,2018/19,BUENOS AIRES,GENERAL LA MADRID,6,322,3800
Cebada,2019/20,BUENOS AIRES,GENERAL LA MADRID,6,322,2100
Cebada,2020/21,BUENOS AIRES,GENERAL LA MADRID,6,322,3000
Cebada,2021/22,BUENOS AIRES,GENERAL LA MADRID,6,322,4000
Cebada,2022/23,BUENOS AIRES,GENERAL LA MADRID,6,322,3000
Cebada,2023/24,BUENOS AIRES,GENERAL LA MADRID,6,322,3000
Cebada,2024/25,BUENOS AIRES,GENERAL LA MADRID,6,322,3500
Cebada,2016/17,BUENOS AIRES,GENERAL LAS HERAS,6,329,4800
Cebada,2017/18,BUENOS AIRES,GENERAL LAS HERAS,6,329,4500
Cebada,2018/19,BUENOS AIRES,GENERAL LAS HERAS,6,329,5200
Cebada,2019/20,BUENOS AIRES,GENERAL LAS HERAS,6,329,5000
Cebada,2020/21,BUENOS AIRES,GENERAL LAS HERAS,6,329,4800
Cebada,2021/22,BUENOS AIRES,GENERAL LAS HERAS,6,329,4400
Cebada,2022/23,BUENOS AIRES,GENERAL LAS HERAS,6,329,2000
Cebada,2023/24,BUENOS AIRES,GENERAL LAS HERAS,6,329,5500
Cebada,2024/25,BUENOS AIRES,GENERAL LAS HERAS,6,329,5300
Cebada,2016/17,BUENOS AIRES,GENERAL PAZ,6,343,4000
Cebada,2017/18,BUENOS AIRES,GENERAL PAZ,6,343,4400
Cebada,2018/19,BUENOS AIRES,GENERAL PAZ,6,343,5200
Cebada,2019/20,BUENOS AIRES,GENERAL PAZ,6,343,5000
Cebada,2020/21,BUENOS AIRES,GENERAL PAZ,6,343,4800
Cebada,2021/22,BUENOS AIRES,GENERAL PAZ,6,343,4400
Cebada,2022/23,BUENOS AIRES,GENERAL PAZ,6,343,3000
Cebada,2023/24,BUENOS AIRES,GENERAL PAZ,6,343,6200
Cebada,2024/25,BUENOS AIRES,GENERAL PAZ,6,343,5600
Cebada,2016/17,BUENOS AIRES,GENERAL PINTO,6,351,0
Cebada,2017/18,BUENOS AIRES,GENERAL PINTO,6,351,3600
Cebada,2018/19,BUENOS AIRES,GENERAL PINTO,6,351,4300
Cebada,2019/20,BUENOS AIRES,GENERAL PINTO,6,351,3600
Cebada,2020/21,BUENOS AIRES,GENERAL PINTO,6,351,3600
Cebada,2021/22,BUENOS AIRES,GENERAL PINTO,6,351,3300
Cebada,2022/23,BUENOS AIRES,GENERAL PINTO,6,351,1900
Cebada,2023/24,BUENOS AIRES,GENERAL PINTO,6,351,2200
Cebada,2024/25,BUENOS AIRES,GENERAL PINTO,6,351,2460
Cebada,2016/17,BUENOS AIRES,GENERAL PUEYRREDON,6,357,4200
Cebada,2017/18,BUENOS AIRES,GENERAL PUEYRREDON,6,357,4700
